"time","x","y","z"
1.68,4.39141267664131,5.48892167113743,19.8810523779817
1.7,4.64927072119303,6.13046895570542,19.3593436809139
1.72,4.98412885102019,6.85244684158147,18.9622805177774
1.74,5.39704787563072,7.6590918498518,18.7104718458581
1.76,5.88933382373441,8.55072849439043,18.6291942179646
1.78,6.46153859795049,9.52102294149925,18.748416393112
1.8,7.11207038318743,10.5534481950683,19.1018945461905
1.82,7.83534819308478,11.6170839056128,19.72465417954
1.84,8.6195078955061,12.6623319388651,20.6480064091285
1.86,9.44383727082087,13.6178821186838,21.8913239544962
1.88,10.2764164606394,14.3912226207177,23.4504599338999
1.9,11.0728469488524,14.8757098564386,25.2842984092281
1.92,11.7773214044528,14.9667355818653,27.303498069492
1.94,12.3272942299409,14.5866759713552,29.3680379149821
1.96,12.662245184643,13.7128623051719,31.30032909936
1.98,12.7353363004055,12.3971970831208,32.9158391311905
2,12.5247367024946,10.7653006024474,34.0637451844261
2.02,12.0403875810133,8.99088939804983,34.6617634666513
2.04,11.323183917224,7.2542218555266,34.7097083464524
2.06,10.436661635477,5.70227308921875,34.2771521199141
2.08,9.45439885315207,4.42578371309606,33.4739573012693
2.1,8.44753860839983,3.4573824315083,32.4185553268076
2.12,7.47577311472092,2.78472861001625,31.2152523198915
2.14,6.58298388528316,2.36902321347852,29.9439442045169
2.16,5.79691976549126,2.16151507201719,28.6596043616536
2.18,5.13145968163012,2.11480946828073,27.3969301656684
2.2,4.59001192944835,2.1889448037368,26.1763745651641
2.22,4.16901381578231,2.35361250058605,25.0094859607709
2.24,3.86096212771124,2.58807152470283,23.9028604135837
2.26,3.65676013985255,2.87995297958265,22.8607739213323
2.28,3.54738039838759,3.22370585326142,21.8868443249799
2.3,3.52494383500416,3.61908022015224,20.9850932943977
2.32,3.5833456190158,4.06980810218995,20.1607010023974
2.34,3.71854899097061,4.58249878905697,19.4206542305233
2.36,3.92864072978432,5.16567988168761,18.7744134906688
2.38,4.21370694893477,5.82885948990126,18.2346682450828
2.4,4.57555040471187,6.58143994414312,17.8182002214875
2.42,5.0172317731316,7.43126913245817,17.5468154588533
2.44,5.54237765438584,8.38257287823477,17.4482135781369
2.46,6.15415915609406,9.43298805260177,17.5565113397933
2.48,6.85381383032803,10.5694571756085,17.9119020144923
2.5,7.63857845837994,11.7629408726169,18.5586092476106
2.52,8.49895658666224,12.9623959446256,19.5399497970158
2.54,9.41542047611806,14.089410971776,20.8891723856148
2.56,10.3550091164902,15.0363141765079,22.6152521210928
2.58,11.2688551188767,15.6720403636229,24.6846603788922
2.6,12.0923186019017,15.8602768843675,27.0037239233049
2.62,12.7496979930862,15.4913319253417,29.4106252474197
2.64,13.1647353606471,14.5214966364072,31.6880002105161
2.66,13.2758615769185,13.004066146145,33.6016040123668
2.68,13.0519560677422,11.0926964283345,34.9564315904631
2.7,12.5024139076613,9.00814592910823,35.6470976922502
2.72,11.6767144101464,6.98025138485374,35.6779630731193
2.74,10.6533336912723,5.19208430192016,35.1450521710534
2.76,9.52269584584191,3.74951917382756,34.1934594094593
2.78,8.37064360010978,2.68163601054865,32.9733029066629
2.8,7.26709880911507,1.96146150522425,31.6105411111537
2.82,6.26125052861615,1.53218587227204,30.1960874305585
2.84,5.38203119438332,1.32871397540236,28.7879507379899
2.86,4.64166748171562,1.29111744268506,27.4191995982367
2.88,4.04032366326248,1.37090492278497,26.1065917574531
2.9,3.57055608852497,1.53252299018231,24.8574666498633
2.92,3.22096652505994,1.75232736325812,23.674404027679
2.94,2.97889535932856,2.01655464338242,22.558036078783
2.96,2.83223694243387,2.31915748077924,21.5086209410369
2.98,2.77055464031607,2.65990640871347,20.5269069398748
3,2.78568638512312,3.04289186786319,19.6146603215386
3.02,2.87200631835482,3.4754174324669,18.7750912664444
3.04,3.02646908547065,3.96720467093521,18.0133192045173
3.06,3.24852224473194,4.52979361013504,17.3369640522906
3.08,3.53993322833542,5.17599634078925,16.7569206000175
3.1,3.90454022198343,5.91922927118396,16.2883527003175
3.12,4.34789880321956,6.77250162097493,15.951914348654
3.14,4.8767548541345,7.74676928600853,15.7751433501214
3.16,5.498226449634,8.84828049335721,15.7938473787178
3.18,6.21852406211026,10.074473494142,16.0530667072439
3.2,7.04099007841102,11.4080178361039,16.6068027320375
3.22,7.96322618680299,12.8088873899067,17.5151284538209
3.24,8.9731669177941,14.2051953659345,18.8366575825767
3.26,10.0442613798474,15.4852358517716,20.6140694114299
3.28,11.1305758377356,16.4958122022489,22.8514206495064
3.3,12.1636627210997,17.0545095031728,25.485703152695
3.32,13.0541364397391,16.9831852061818,28.3621850853483
3.34,13.7011019994004,16.1623295178119,31.2307842130774
3.36,14.0105326146811,14.589895245837,33.7809284308335
3.38,13.9189326862774,12.4127727072939,35.7161074445596
3.4,13.4134452025751,9.90259940368661,36.840493172396
3.42,12.5385928123306,7.37822774315052,37.1124868034864
3.44,11.3856385561563,5.113470722504,36.6365227357314
3.46,10.0695682207529,3.27645438019282,35.6044248099128
3.48,8.70402317080392,1.92016653542732,34.2246378196669
3.5,7.38297099829322,1.01103870921498,32.6723289129573
3.52,6.1723742236267,0.469590359021942,31.0701660511742
3.54,5.11027823059905,0.204154472651116,29.49161834105
3.56,4.21176749148886,0.131227180510519,27.9740109257424
3.58,3.4755680342077,0.184183332050927,26.5322503798333
3.6,2.89028300368104,0.314672224175811,25.1692714940136
3.62,2.43937120009621,0.490457544331711,23.8826412436733
3.64,2.1046952290709,0.692084057326891,22.6681727640555
3.66,1.86881448806244,0.909592499075645,21.5216412761336
3.68,1.71631411139943,1.13978253128301,20.4394661090842
3.7,1.63445944031211,1.3841471805531,19.4189146903136
3.72,1.61341733812442,1.64743315186204,18.4581407437787
3.74,1.64622679593563,1.93672023751969,17.5562148243813
3.76,1.72864732450332,2.26090209915605,16.7132227650012
3.78,1.85896966579753,2.6304596227708,15.9304717795601
3.8,2.03783954003248,3.05743102559238,15.2108353567301
3.82,2.26811945528433,3.55549088724271,14.559274271463
3.84,2.55479303498932,4.14004667192438,13.9835847108452
3.86,2.90489721559515,4.82823933131017,13.4954404488312
3.88,3.32744566396905,5.63868559537398,13.1118075915698
3.9,3.83327647284626,6.59071229779892,12.8568048431316
3.92,4.43471199625293,7.70269515406855,12.764033157545
3.94,5.14485133593227,8.98891996262867,12.8792549789937
3.96,5.97622166251643,10.4541561052244,13.2629754395922
3.98,6.93839987053647,12.0849736606441,13.9918317994267
4,8.03411997971818,13.8370277094986,15.1565921861856
4.02,9.25341433157013,15.6186677351107,16.8530207938043
4.04,10.5657290911016,17.2742337176364,19.1605046461162
4.06,11.9110623421418,18.5760069143094,22.104120612473
4.08,13.1932685803326,19.2406674013653,25.6024377907523
4.1,14.2812936257696,18.9877235311994,29.4189400899092
4.12,15.025099433347,17.6416792350964,33.154422047744
4.14,15.2887788637817,15.2413138923973,36.3194714373718
4.16,14.9924540386006,12.0832550344256,38.4845647811647
4.18,14.1434515627896,8.64489495094497,39.4350238924701
4.2,12.8381570015825,5.41603948407101,39.2315526675423
4.22,11.2324881760174,2.74219259803366,38.1422247840308
4.24,9.49759208384342,0.763297877106541,36.5069227356789
4.26,7.78202534629436,-0.551178561039926,34.6228270711012
4.28,6.19193314999564,-1.32557645568379,32.693620085217
4.3,4.7884400046435,-1.71001736540112,30.8319207800856
4.32,3.59531590399248,-1.84031334389967,29.0853913925367
4.34,2.61008648771195,-1.82251051136485,27.4643481220629
4.36,1.8144253997676,-1.73192694626424,25.9617650682179
4.38,1.18216347998163,-1.61833289084918,24.5649168704545
4.4,0.684726381795949,-1.5125398422134,23.2609782032941
4.42,0.294434132210317,-1.43234685247305,22.0391071406831
4.44,-0.0137612340173753,-1.3872315550223,20.8908155791516
4.46,-0.261584415446981,-1.3817945896109,19.8096735997946
4.48,-0.467395152904126,-1.41817518790689,18.79086590302
4.5,-0.646515587027722,-1.49769055697048,17.8308145612545
4.52,-0.811740742679561,-1.62192427258046,16.9269330347135
4.54,-0.973916719214628,-1.79344488660069,16.077516232006
4.56,-1.14252076714417,-2.01629197199066,15.2817564611536
4.58,-1.32621050413698,-2.29632785025592,14.5398806637554
4.6,-1.53333004359795,-2.64151954079015,13.8534183952415
4.62,-1.77237184260639,-3.0621849464293,13.2256279245845
4.64,-2.05239657807097,-3.57120598822243,12.6621283964494
4.66,-2.3834100177777,-4.18417317188724,12.1718089980435
4.68,-2.77668484269112,-4.91937168690791,11.7681099691989
4.7,-3.2449939710905,-5.79743512771036,11.4707890968463
4.72,-3.80268498654239,-6.84036078635238,11.3082849027347
4.74,-4.46546485416849,-8.06937869228727,11.320727292606
4.76,-5.24967028898806,-9.50088165930047,11.5634530357712
4.78,-6.17066446455429,-11.1392841417169,12.1104205923222
4.8,-7.23983424533352,-12.9654378440553,13.0559759599575
4.82,-8.45952311773613,-14.91953567166,14.5117740877833
4.84,-9.81529767864475,-16.8792406351163,16.5933610018278
4.86,-11.2655809860993,-18.6385735299573,19.3890732725457
4.88,-12.7304515496797,-19.9018546742938,22.9059457391547
4.9,-14.084631667461,-20.3166535178742,26.9993219618074
4.92,-15.1632731913077,-19.5678954350584,31.3183992754148
4.94,-15.7891250622941,-17.5229552282855,35.3255067250752
4.96,-15.8206381924853,-14.3559875277535,38.4327716293836
4.98,-15.2033757475577,-10.5458554535623,40.2174224716964
5,-13.9958888104749,-6.71002049090844,40.584456849493
5.02,-12.3523667374938,-3.37191873033384,39.7624232338507
5.04,-10.472314751175,-0.812128923193092,38.1522403002473
5.06,-8.54603185952742,0.935222495195699,36.1515401296533
5.08,-6.71919946959289,1.99350938940613,34.0519023037667
5.1,-5.0819916082808,2.54435199085903,32.0209891654441
5.12,-3.67528665549913,2.76233889296026,30.1316355579355
5.14,-2.50397636527257,2.78696071500253,28.4004373508884
5.16,-1.55051632825182,2.71816330397864,26.8176237650697
5.18,-0.785688124659646,2.62234817632349,25.3648856507564
5.2,-0.175993000980584,2.54103643830749,24.024018981671
5.22,0.31182785968909,2.49881708302614,22.7801415932344
5.24,0.708378959468945,2.50958815789801,21.6222699058582
5.26,1.04060261921395,2.58109768500543,20.542889542085
5.28,1.33164199738108,2.7181006189177,19.5373307547258
5.3,1.60119940021992,2.92448188931635,18.6032869968233
5.32,1.86614135570546,3.20464055745218,17.7405853047462
5.34,2.14119357446723,3.56435566716419,16.9512270037686
5.36,2.43963038697301,4.0112805270642,16.2396968139577
5.38,2.77390044662608,4.55514077221166,15.6135474058368
5.4,3.15614788003385,5.20763777299262,15.0842826700286
5.42,3.59858809462464,5.98197481306128,14.6685719348609
5.44,4.11368051052121,6.89181951926283,14.3898133875187
5.46,4.71400527324229,7.94938475412546,14.2800026443282
5.48,5.41169591340945,9.16215497629743,14.3817078814102
5.5,6.21720680192461,10.52764156016,14.7496370044504
5.52,7.13711723183165,12.0255290564137,15.4507172666265
5.54,8.1706367860494,13.6069272738402,16.5607385387485
5.56,9.30457959611764,15.1816274105495,18.1545726275987
5.58,10.5069983107491,16.6068546193822,20.2864252577437
5.6,11.7206396698471,17.685176579602,22.9580926704006
5.62,12.8589769260743,18.1833347029605,26.0791849438502
5.64,13.8092431501795,17.8826909427364,29.4348237953741
5.66,14.4469739678913,16.6583295493264,32.6881182581775
5.68,14.66280493256,14.5570082971171,35.4417831482575
5.7,14.3944269926212,11.8231849991049,37.3518924623847
5.72,13.6495246750498,8.83881751772968,38.2409500286823
5.74,12.5068836352877,5.99947140155526,38.1431850337876
5.76,11.0943289615599,3.59678326120025,37.2586915336288
5.78,9.55495792311572,1.76614627553542,35.855744071967
5.8,8.01691425247172,0.504928158800199,34.1821563314717
5.82,6.57590006667654,-0.273535416981523,32.4195810639537
5.84,5.29099444605853,-0.686702068069837,30.678264346194
5.86,4.18929580515452,-0.847764000928977,29.0131180245233
5.88,3.27425800090333,-0.849372393031332,27.4442119158206
5.9,2.53418940299345,-0.759890600685113,25.9732391399824
5.92,1.94922676547982,-0.625884015002628,24.5940380463655
5.94,1.49634779565768,-0.476750027522612,23.298250723808
5.96,1.15260911845695,-0.329414355348581,22.0778596368055
5.98,0.897009643856178,-0.192276045302795,20.9260307100495
6,0.711388587855851,-0.0682138472952357,19.8371784494099
6.02,0.580698444800196,0.0432688192547667,18.8067521471003
6.04,0.492907753376548,0.144598186614265,17.8309765826054
6.06,0.438711512849241,0.239214605494127,16.9066356993404
6.08,0.411166051157432,0.331040443076493,16.0309193619936
6.1,0.405320199593567,0.424215285510273,15.2013268117899
6.12,0.417883392825269,0.5230121903894,14.4156140260635
6.14,0.446950799701152,0.63187450122047,13.6717739901388
6.16,0.491792998767861,0.755533463736886,12.9680432902557
6.18,0.552710699112214,0.899182756367568,12.3029332699689
6.2,0.630951736752456,1.06869770468928,11.6752888090095
6.22,0.728686675257124,1.27089511637614,11.084382930038
6.24,0.849039800747829,1.51383490803044,10.5300616511627
6.26,0.996173371882779,1.80716718079546,10.0129617835901
6.28,1.17542402613567,2.16252768960582,9.53483601190236
6.3,1.39349056198099,2.59397926434562,9.09903621557017
6.32,1.65867093040495,3.11848348590638,8.71122953223168
6.34,1.98114154614172,3.75635969192252,8.38045404227311
6.36,2.3732611054951,4.53163618944404,8.12066292675339
6.38,2.84985894759156,5.47210246822207,7.95295406752215
6.4,3.42842602946717,6.60870053478234,7.90872140938577
6.42,4.12905085528874,7.97360311125332,8.03395275200388
6.44,4.9738126063327,9.59586327694881,8.3947348060212
6.46,5.9851345425746,11.4928611438903,9.08349560191642
6.48,7.18229945746397,13.655048656044,10.2242196637267
6.5,8.574984958783,16.0212936898807,11.9722325053527
6.52,10.1525235096072,18.4440706573786,14.4997658719098
6.54,11.8682610881632,20.6510246519736,17.9535679164243
6.56,13.6210568894538,22.2255778894627,22.3712404566947
6.58,15.2417795045582,22.6510008674617,27.5622418918762
6.6,16.5001738694688,21.4651677541145,33.0099029691155
6.62,17.1486458015112,18.5108213516213,37.9076885475605
6.64,17.0018599521293,14.1358749493211,41.4134292322052
6.66,16.0165628789317,9.13812069927886,43.0227956757912
6.68,14.3183561371096,4.42522684163658,42.7871418281066
6.7,12.1537326421336,0.635942491233756,41.2032195196453
6.72,9.80101216093673,-2.01254004722316,38.9036732776887
6.74,7.49425069129431,-3.63155275487131,36.4011532120622
6.76,5.38848829315621,-4.4803847991961,34.0000749203981
6.78,3.56117997802471,-4.82883766111512,31.8297302498205
6.8,2.03124452509317,-4.89425599663987,29.9141017084958
6.82,0.780835914878556,-4.82961599311386,28.2296691081456
6.84,-0.227104104224644,-4.73378068878728,26.7397336585622
6.86,-1.03697256732055,-4.66673215696642,25.4103659567289
6.88,-1.69342198657791,-4.66289528722272,24.2157821144864
6.9,-2.2376541057962,-4.74096930938897,23.1388431215654
6.92,-2.70586321617933,-4.91061623523418,22.1698701905305
6.94,-3.12893982973789,-5.17676853803022,21.3052658304856
6.96,-3.5328398719342,-5.54222428674805,20.5464998644083
6.98,-3.93923536281461,-6.00900052576984,19.899581983031
7,-4.36620006614099,-6.57873457364228,19.3749624829279
7.02,-4.82876665766131,-7.25227767243958,18.9877318145376
7.04,-5.33923676834512,-8.0285131285008,18.7579423511406
7.06,-5.90714476755698,-8.90235436994377,18.710804243349
7.08,-6.53878293108556,-9.86185702199601,18.8763846179411
7.1,-7.23620583098983,-10.8844582487447,19.2882597454958
7.12,-7.99566951490559,-11.9326101517195,19.9803657351579
7.14,-8.80556124205533,-12.9495892906549,20.9811745408259
7.16,-9.64407939172424,-13.8570773976499,22.3045229521563
7.18,-10.4772550884263,-14.5570550490989,23.9373044715012
7.2,-11.258321617167,-14.9410528937458,25.8261217652462
7.22,-11.9297445788783,-14.9087915102985,27.8677064662685
7.24,-12.4290605189843,-14.3946415657884,29.9100844678192
7.26,-12.6986487056423,-13.3944968507708,31.7704811938064
7.28,-12.6976888328495,-11.9808298435007,33.2696868537414
7.3,-12.4126637900073,-10.2951019270389,34.2727442706524
7.32,-11.8622843296656,-8.51657256125955,34.719186322087
7.34,-11.0945295074133,-6.81950523654881,34.6294937115147
7.36,-10.1768201652219,-5.33685887552738,34.0869482217113
7.38,-9.18307805501253,-4.14310819917,33.2062242165371
7.4,-8.1819678114763,-3.25722047688143,32.1033843187108
7.42,-7.22911919405604,-2.65808640947432,30.8765343307285
7.44,-6.36396390645241,-2.30297873456325,29.5985591212394
7.46,-5.61025143525627,-2.14277724156971,28.3184136568116
7.48,-4.97873314585879,-2.13177669684099,27.0664116604567
7.5,-4.47065898389848,-2.23257329515927,25.8601853443876
7.52,-4.08118209341605,-2.41753242342791,24.7096666027709
7.54,-3.80221105134176,-2.66831640722048,23.6206549977447
7.56,-3.62456524602259,-2.97454351203213,22.5971506544043
7.58,-3.53946827499054,-3.33222175752381,21.6428223858367
7.6,-3.53949267282967,-3.74227961616785,20.761964230676
7.62,-3.61908616309125,-4.20930805653044,19.9602070816269
7.64,-3.77479410814181,-4.74050372442345,19.2451636029775
7.66,-4.00526260172783,-5.34472773632424,18.6271151281459
7.68,-4.31107078740332,-6.03154297294108,18.1197960640237
7.7,-4.6944031382361,-6.81004844627111,17.7412811903648
7.72,-5.15853344394553,-7.6872849701141,17.5149151134208
7.74,-5.70705252457808,-8.6659465314252,17.4701173008783
7.76,-6.34273403275801,-9.74112031557732,17.6427237098191
7.78,-7.0659065560394,-10.8958516324033,18.0742655237017
7.8,-7.87220780338573,-12.0955919353299,18.809246925714
7.82,-8.7496797525049,-13.2821903619009,19.8891658050064
7.84,-9.6753846425228,-14.3691724838915,21.3420021963446
7.86,-10.6121425375861,-15.2415525340373,23.166711529007
7.88,-11.5066043410352,-15.7647152931119,25.3145712144671
7.9,-12.2904747853277,-15.8064299115514,27.6732231704614
7.92,-12.8867721691414,-15.2717387041444,30.0634138987266
7.94,-13.2218568699189,-14.1417811983381,32.2587268116337
7.96,-13.2413200745377,-12.4987865718917,34.0305432578394
7.98,-12.9247441526708,-10.5193587818481,35.2050804049059
8,-12.2931503523294,-8.43239904660266,35.7072301173499
8.02,-11.4053999905273,-6.45899583755069,35.569852663761
8.04,-10.3448798355958,-4.76211045626595,34.9069184231018
8.06,-9.20202988807424,-3.42504757799969,33.8684300135278
8.08,-8.05896835306551,-2.45889844903088,32.5995501837214
8.1,-6.97998576649265,-1.82608421298353,31.2167022486111
8.12,-6.00839210028838,-1.46590019657857,29.8010023902113
8.14,-5.16805857649416,-1.31387120800269,28.4026456710854
8.16,-4.46742583085921,-1.3129976992059,27.0494043844852
8.18,-3.90417683093682,-1.41845556621198,25.7548859762039
8.2,-3.46949658757253,-1.5982111761179,24.5247869636399
8.22,-3.15145545178689,-1.83160653387043,23.3609774545332
8.24,-2.937441634885,-2.10724031988067,22.2639092264051
8.26,-2.81576211832959,-2.42085792176167,21.2339483023859
8.28,-2.7765982291984,-2.77356278849405,20.2721182482333
8.3,-2.81250153116571,-3.17043355495713,19.3805842240259
8.32,-2.91858503893622,-3.61951345291885,18.56308187573
8.34,-3.09252451188547,-4.1310802401292,17.8254136156672
8.36,-3.33444392501349,-4.7170728640395,17.1760889134404
8.38,-3.64672085436415,-5.39052407926187,16.6271597085415
8.4,-4.0337105504748,-6.1648123209813,16.1952804623634
8.42,-4.50134912963863,-7.05249245363666,15.9029858212563
8.44,-5.05655327151556,-8.06339134783294,15.7801021057069
8.46,-5.70628409181202,-9.2015723472449,15.8650556612819
8.48,-6.45608949932632,-10.46072501668,16.2055635888203
8.5,-7.30789762110921,-11.8176256335117,16.8577446780487
8.52,-8.25684348186388,-13.2237393757534,17.8820776624745
8.54,-9.28705125061649,-14.5961035349096,19.334042402187
8.56,-10.3666878090277,-15.810634129119,21.2472709853806
8.58,-11.4433710726808,-16.7037736974242,23.6087249985777
8.6,-12.4421195697803,-17.0904705274453,26.3301441428145
8.62,-13.2689813690865,-16.8043691763662,29.2277485902626
8.64,-13.8231484990154,-15.7557952767382,32.028660655019
8.66,-14.0174711537481,-13.9858350528761,34.4184759198323
8.68,-13.8020442640964,-11.6831530908356,36.1231773945133
8.7,-13.1811446301535,-9.14203532879551,36.9902023751023
8.72,-12.2148116790077,-6.67577594748519,37.0248226857514
8.74,-11.0037185788887,-4.53011309603039,36.364185813071
8.76,-9.66452653323847,-2.83758013003219,35.2110872371582
8.78,-8.30621501300318,-1.62166752276008,33.7672086116109
8.8,-7.01468911330929,-0.83141575561514,32.1924828586401
8.82,-5.84725554892586,-0.381210102498882,30.5938227668726
8.84,-4.83451396273464,-0.180620097404481,29.0324738284951
8.86,-3.98605531886342,-0.15088632177548,27.5378786048098
8.88,-3.29708106647199,-0.231020789583337,26.1205889592355
8.9,-2.75430013852457,-0.377843251654207,24.7815093556173
8.92,-2.34046987555043,-0.56331071492736,23.517491411553
8.94,-2.03754112136729,-0.771130678083326,22.3242786081772
8.96,-1.82863308930691,-0.993621493849214,21.1978448291015
8.98,-1.69913525434315,-1.22918017413385,20.1348950071336
9,-1.63721318163943,-1.48041621846563,19.1330012643676
9.02,-1.63394164548397,-1.75288087294387,18.1906321945711
9.04,-1.68323025276059,-2.05427899880727,17.3072030532997
9.06,-1.78165571511803,-2.39404758163658,16.4832085338069
9.08,-1.92827412576838,-2.78319586835057,15.7204738099017
9.1,-2.12445542147404,-3.23431392907948,15.0225563602838
9.12,-2.37375825741128,-3.76166103965413,14.3953401083358
9.14,-2.68184355740687,-4.38123611069589,13.8478781628697
9.16,-3.05640514441402,-5.11070213480557,13.3935554994358
9.18,-3.50707141159756,-5.96897576374952,13.0516499977639
9.2,-4.04519715495844,-6.97518974757628,12.8493526847258
9.22,-4.68341251296807,-8.14657887920295,12.8242321969249
9.24,-5.43471960346112,-9.4946304220991,13.0269314089807
9.26,-6.31082484303376,-11.0186217709918,13.5234608053599
9.28,-7.31928121288382,-12.6955943127663,14.395660260697
9.3,-8.45894887680698,-14.466258684984,15.7371283373244
9.32,-9.71341190986685,-16.218009938571,17.6403359186307
9.34,-11.0425923299449,-17.7701074671942,20.169754621827
9.36,-12.3742431069994,-18.8724268004823,23.3182241862683
9.38,-13.5993846547456,-19.2351974389291,26.9533968570833
9.4,-14.5781086649966,-18.6039859883226,30.7792305591758
9.42,-15.1616951155889,-16.8700977200895,34.3536997325282
9.44,-15.2302526258546,-14.1645181723306,37.192134152615
9.46,-14.7330194118953,-10.8611868250765,38.9291678003982
9.48,-13.7104297674596,-7.45982989752402,39.4487055599171
9.5,-12.2839836064006,-4.41025554008046,38.8970935151576
9.52,-10.6192330987196,-1.98488984074441,37.5816585899862
9.54,-8.88197720486579,-0.25582743546559,35.8350796859812
9.56,-7.20642265614172,0.848865675496645,33.9225265946747
9.58,-5.68207770437385,1.46798742820101,32.0127491681427
9.6,-4.35560840567071,1.74878385154051,30.1919476763892
9.62,-3.24029367099487,1.81670312609252,28.4919330983866
9.64,-2.32713063407157,1.76619356709095,26.9153292251731
9.66,-1.59442344510878,1.66259652830111,25.4523642885628
9.68,-1.01482944136559,1.54812511751014,24.0900359013494
9.7,-0.559964791099414,1.44831098367951,22.8162106616832
9.72,-0.203084248238168,1.3774986998271,21.6209498958545
9.74,0.0796016111449215,1.34305826602525,20.4965689415534
9.76,0.308498689012685,1.34842462687507,19.4372577139067
